"","Indiv","Sire","Dam","Sex","Breed","Born"
"13841","animal13841","animal7002","animal12902","male","Angler",2023
"13842","animal13842","animal7002","animal12867","male","Angler",2023
"13843","animal13843","animal7002","animal12910","female","Angler",2023
"13844","animal13844","animal5771","animal12821","female","Angler",2024
"13845","animal13845","animal7041","animal12906","male","Angler",2024
"13846","animal13846","animal7041","animal12919","female","Angler",2024
"13847","animal13847","animal7041","animal12838","female","Angler",2024
"13848","animal13848","animal7041","animal12883","female","Angler",2024
"13849","animal13849","animal10560","animal12899","male","Angler",2024
"13850","animal13850","animal10560","animal12887","male","Angler",2024
"13851","animal13851","animal10560","animal12810","male","Angler",2024
"13852","animal13852","animal10560","animal12887","female","Angler",2024
"13853","animal13853","animal7081","animal12858","male","Angler",2024
"13854","animal13854","animal7081","animal12896","female","Angler",2024
"13855","animal13855","animal7081","animal12870","female","Angler",2024
"13856","animal13856","animal7081","animal12886","male","Angler",2024
"13857","animal13857","animal7081","animal12823","female","Angler",2024
"13858","animal13858","animal5788","animal12818","male","Angler",2024
"13859","animal13859","animal5788","animal12877","female","Angler",2024
"13860","animal13860","animal5788","animal12825","male","Angler",2024
"13861","animal13861","animal5788","animal12869","female","Angler",2024
"13862","animal13862","animal5788","animal12903","male","Angler",2024
"13863","animal13863","animal5788","animal12809","female","Angler",2024
"13864","animal13864","animal5788","animal12927","female","Angler",2024
"13865","animal13865","animal5788","animal12916","female","Angler",2024
"13866","animal13866","animal7086","animal12914","male","Angler",2024
"13867","animal13867","animal7086","animal12881","female","Angler",2024
"13868","animal13868","animal7086","animal12835","male","Angler",2024
"13869","animal13869","animal7086","animal12923","female","Angler",2024
"13870","animal13870","animal5793","animal12831","male","Angler",2024
"13871","animal13871","animal5793","animal12875","female","Angler",2024
"13872","animal13872","animal5793","animal12857","female","Angler",2024
"13873","animal13873","animal5793","animal12895","female","Angler",2024
"13874","animal13874","animal5793","animal12848","female","Angler",2024
"13875","animal13875","animal5793","animal12849","male","Angler",2024
"13876","animal13876","animal8542","animal12925","male","Angler",2024
"13877","animal13877","animal8542","animal12906","male","Angler",2024
"13878","animal13878","animal8542","animal12875","female","Angler",2024
"13879","animal13879","animal8542","animal12905","female","Angler",2024
"13880","animal13880","animal8553","animal12818","female","Angler",2024
"13881","animal13881","animal8553","animal12877","female","Angler",2024
"13882","animal13882","animal8553","animal12848","male","Angler",2024
"13883","animal13883","animal8553","animal12907","female","Angler",2024
"13884","animal13884","animal8553","animal12922","male","Angler",2024
"13885","animal13885","animal8553","animal12866","female","Angler",2024
"13886","animal13886","animal8553","animal12835","female","Angler",2024
"13887","animal13887","animal8553","animal12880","female","Angler",2024
"13888","animal13888","animal8553","animal12829","male","Angler",2024
"13889","animal13889","animal8553","animal12825","female","Angler",2024
"13890","animal13890","animal8553","animal12905","female","Angler",2024
"13891","animal13891","animal8554","animal12885","male","Angler",2024
"13892","animal13892","animal8554","animal12924","female","Angler",2024
"13893","animal13893","animal8554","animal12914","female","Angler",2024
"13894","animal13894","animal8554","animal12909","female","Angler",2024
"13895","animal13895","animal8554","animal12841","female","Angler",2024
"13896","animal13896","animal8554","animal12856","male","Angler",2024
"13897","animal13897","animal8554","animal12815","female","Angler",2024
"13898","animal13898","animal8554","animal12814","female","Angler",2024
"13899","animal13899","animal8563","animal12873","female","Angler",2024
"13900","animal13900","animal8563","animal12812","male","Angler",2024
"13901","animal13901","animal8563","animal12886","male","Angler",2024
"13902","animal13902","animal8563","animal12866","female","Angler",2024
"13903","animal13903","animal8563","animal12838","female","Angler",2024
"13904","animal13904","animal8563","animal12918","female","Angler",2024
"13905","animal13905","animal12855","animal10646","female","Angler",2024
"13906","animal13906","animal12855","animal5134","female","Angler",2024
"13907","animal13907","animal12855","animal5127","female","Angler",2024
"13908","animal13908","animal12855","animal6972","female","Angler",2024
"13909","animal13909","animal12855","animal5845","male","Angler",2024
"13910","animal13910","animal12855","animal7144","male","Angler",2024
"13911","animal13911","animal12855","animal12881","male","Angler",2024
"13912","animal13912","animal12855","animal5772","male","Angler",2024
"13913","animal13913","animal12855","animal5858","female","Angler",2024
"13914","animal13914","animal12855","animal10539","female","Angler",2024
"13915","animal13915","animal12855","animal8525","female","Angler",2024
"13916","animal13916","animal12855","animal7006","male","Angler",2024
"13917","animal13917","animal12855","animal5111","female","Angler",2024
"13918","animal13918","animal12855","animal5749","male","Angler",2024
"13919","animal13919","animal12855","animal8564","male","Angler",2024
"13920","animal13920","animal12855","animal4151","male","Angler",2024
"13921","animal13921","animal12855","animal7246","male","Angler",2024
"13922","animal13922","animal12855","animal5791","female","Angler",2024
"13923","animal13923","animal12855","animal7150","female","Angler",2024
"13924","animal13924","animal12855","animal6932","female","Angler",2024
"13925","animal13925","animal12855","animal7039","male","Angler",2024
"13926","animal13926","animal12855","animal6986","female","Angler",2024
"13927","animal13927","animal12855","animal7171","female","Angler",2024
"13928","animal13928","animal12855","animal12907","male","Angler",2024
"13929","animal13929","animal12855","animal5739","male","Angler",2024
"13930","animal13930","animal12855","animal6972","female","Angler",2024
"13931","animal13931","animal12855","animal8607","male","Angler",2024
"13932","animal13932","animal12855","animal10638","female","Angler",2024
"13933","animal13933","animal12855","animal7166","female","Angler",2024
"13934","animal13934","animal12855","animal12809","female","Angler",2024
"13935","animal13935","animal12855","animal6948","male","Angler",2024
"13936","animal13936","animal12855","animal10636","male","Angler",2024
"13937","animal13937","animal12855","animal7226","female","Angler",2024
"13938","animal13938","animal12855","animal4569","female","Angler",2024
"13939","animal13939","animal12855","animal5748","male","Angler",2024
"13940","animal13940","animal12855","animal5759","female","Angler",2024
"13941","animal13941","animal12855","animal7005","male","Angler",2024
"13942","animal13942","animal12855","animal12865","female","Angler",2024
"13943","animal13943","animal10597","animal12896","female","Angler",2024
"13944","animal13944","animal10597","animal12851","male","Angler",2024
"13945","animal13945","animal10597","animal12895","female","Angler",2024
"13946","animal13946","animal10597","animal12926","male","Angler",2024
"13947","animal13947","animal7140","animal12867","male","Angler",2024
"13948","animal13948","animal7140","animal12923","male","Angler",2024
"13949","animal13949","animal7140","animal12836","female","Angler",2024
"13950","animal13950","animal7140","animal12908","female","Angler",2024
"13951","animal13951","animal10633","animal12814","female","Angler",2024
"13952","animal13952","animal10633","animal12822","female","Angler",2024
"13953","animal13953","animal10633","animal12860","female","Angler",2024
"13954","animal13954","animal10633","animal12851","male","Angler",2024
"13955","animal13955","animal10633","animal12876","female","Angler",2024
"13956","animal13956","animal7158","animal12873","female","Angler",2024
"13957","animal13957","animal7158","animal12822","male","Angler",2024
"13958","animal13958","animal7158","animal12810","female","Angler",2024
"13959","animal13959","animal7158","animal12926","male","Angler",2024
"13960","animal13960","animal7165","animal12903","female","Angler",2024
"13961","animal13961","animal7165","animal12840","female","Angler",2024
"13962","animal13962","animal7165","animal12850","male","Angler",2024
"13963","animal13963","animal7165","animal12860","male","Angler",2024
"13964","animal13964","animal7165","animal12908","male","Angler",2024
"13965","animal13965","animal12897","animal8538","female","Angler",2024
"13966","animal13966","animal12897","animal10598","female","Angler",2024
"13967","animal13967","animal12897","animal5740","male","Angler",2024
"13968","animal13968","animal12897","animal7172","male","Angler",2024
"13969","animal13969","animal12897","animal10645","male","Angler",2024
"13970","animal13970","animal12897","animal6986","male","Angler",2024
"13971","animal13971","animal12897","animal12902","male","Angler",2024
"13972","animal13972","animal12897","animal12885","male","Angler",2024
"13973","animal13973","animal12897","animal7198","female","Angler",2024
"13974","animal13974","animal12897","animal8528","female","Angler",2024
"13975","animal13975","animal12897","animal12844","female","Angler",2024
"13976","animal13976","animal12897","animal8582","male","Angler",2024
"13977","animal13977","animal12897","animal4567","male","Angler",2024
"13978","animal13978","animal12897","animal4523","female","Angler",2024
"13979","animal13979","animal12897","animal4574","male","Angler",2024
"13980","animal13980","animal12897","animal5852","male","Angler",2024
"13981","animal13981","animal12897","animal4171","female","Angler",2024
"13982","animal13982","animal12897","animal4548","female","Angler",2024
"13983","animal13983","animal12897","animal6976","male","Angler",2024
"13984","animal13984","animal12897","animal7153","female","Angler",2024
"13985","animal13985","animal12897","animal8607","female","Angler",2024
"13986","animal13986","animal12897","animal5749","female","Angler",2024
"13987","animal13987","animal12897","animal7130","female","Angler",2024
"13988","animal13988","animal12897","animal12816","female","Angler",2024
"13989","animal13989","animal12897","animal7198","female","Angler",2024
"13990","animal13990","animal12897","animal5848","male","Angler",2024
"13991","animal13991","animal12897","animal10536","male","Angler",2024
"13992","animal13992","animal12897","animal8513","male","Angler",2024
"13993","animal13993","animal12897","animal5775","female","Angler",2024
"13994","animal13994","animal12897","animal10623","male","Angler",2024
"13995","animal13995","animal12897","animal4567","female","Angler",2024
"13996","animal13996","animal12897","animal7202","male","Angler",2024
"13997","animal13997","animal12897","animal4565","female","Angler",2024
"13998","animal13998","animal12897","animal7080","female","Angler",2024
"13999","animal13999","animal12897","animal4548","male","Angler",2024
"14000","animal14000","animal12897","animal8536","male","Angler",2024
"14001","animal14001","animal12897","animal7071","female","Angler",2024
"14002","animal14002","animal12897","animal7088","female","Angler",2024
"14003","animal14003","animal12897","animal12925","female","Angler",2024
"14004","animal14004","animal12900","animal10635","female","Angler",2024
"14005","animal14005","animal12900","animal4152","female","Angler",2024
"14006","animal14006","animal12900","animal12845","female","Angler",2024
"14007","animal14007","animal12900","animal10552","male","Angler",2024
"14008","animal14008","animal12900","animal5834","male","Angler",2024
"14009","animal14009","animal12900","animal4540","male","Angler",2024
"14010","animal14010","animal12900","animal5813","female","Angler",2024
"14011","animal14011","animal12900","animal5093","female","Angler",2024
"14012","animal14012","animal12900","animal8556","female","Angler",2024
"14013","animal14013","animal12900","animal5830","female","Angler",2024
"14014","animal14014","animal12900","animal10564","female","Angler",2024
"14015","animal14015","animal12900","animal8621","female","Angler",2024
"14016","animal14016","animal12900","animal7068","male","Angler",2024
"14017","animal14017","animal12900","animal5801","female","Angler",2024
"14018","animal14018","animal12900","animal8620","female","Angler",2024
"14019","animal14019","animal12900","animal10540","male","Angler",2024
"14020","animal14020","animal12900","animal12894","female","Angler",2024
"14021","animal14021","animal12900","animal10582","male","Angler",2024
"14022","animal14022","animal12900","animal8502","male","Angler",2024
"14023","animal14023","animal12900","animal10566","female","Angler",2024
"14024","animal14024","animal12900","animal10539","male","Angler",2024
"14025","animal14025","animal12900","animal8606","female","Angler",2024
"14026","animal14026","animal12900","animal7138","female","Angler",2024
"14027","animal14027","animal12900","animal5137","male","Angler",2024
"14028","animal14028","animal12900","animal7097","male","Angler",2024
"14029","animal14029","animal12900","animal12847","male","Angler",2024
"14030","animal14030","animal12900","animal5861","female","Angler",2024
"14031","animal14031","animal12900","animal10632","male","Angler",2024
"14032","animal14032","animal12900","animal3860","male","Angler",2024
"14033","animal14033","animal12900","animal7215","female","Angler",2024
"14034","animal14034","animal12900","animal7134","male","Angler",2024
"14035","animal14035","animal12900","animal7096","male","Angler",2024
"14036","animal14036","animal12900","animal5858","male","Angler",2024
"14037","animal14037","animal12900","animal8532","female","Angler",2024
"14038","animal14038","animal12900","animal12831","male","Angler",2024
"14039","animal14039","animal12900","animal7028","male","Angler",2024
"14040","animal14040","animal12900","animal12815","male","Angler",2024
"14041","animal14041","animal12900","animal4576","male","Angler",2024
"14042","animal14042","animal12900","animal7109","female","Angler",2024
"14043","animal14043","animal12904","animal5765","female","Angler",2024
"14044","animal14044","animal12904","animal6974","male","Angler",2024
"14045","animal14045","animal12904","animal6978","female","Angler",2024
"14046","animal14046","animal12904","animal7042","female","Angler",2024
"14047","animal14047","animal12904","animal10562","female","Angler",2024
"14048","animal14048","animal12904","animal5770","male","Angler",2024
"14049","animal14049","animal12904","animal7022","male","Angler",2024
"14050","animal14050","animal12904","animal12883","female","Angler",2024
"14051","animal14051","animal12904","animal6925","male","Angler",2024
"14052","animal14052","animal12904","animal7242","male","Angler",2024
"14053","animal14053","animal12904","animal5109","female","Angler",2024
"14054","animal14054","animal12904","animal12847","male","Angler",2024
"14055","animal14055","animal12904","animal5795","female","Angler",2024
"14056","animal14056","animal12904","animal7085","male","Angler",2024
"14057","animal14057","animal12904","animal10641","female","Angler",2024
"14058","animal14058","animal12904","animal10584","female","Angler",2024
"14059","animal14059","animal12904","animal4149","female","Angler",2024
"14060","animal14060","animal12904","animal5754","male","Angler",2024
"14061","animal14061","animal12904","animal7012","male","Angler",2024
"14062","animal14062","animal12904","animal8626","male","Angler",2024
"14063","animal14063","animal12904","animal4151","male","Angler",2024
"14064","animal14064","animal12904","animal7117","female","Angler",2024
"14065","animal14065","animal12904","animal5775","male","Angler",2024
"14066","animal14066","animal12904","animal12858","female","Angler",2024
"14067","animal14067","animal12904","animal6923","male","Angler",2024
"14068","animal14068","animal12904","animal8501","female","Angler",2024
"14069","animal14069","animal12904","animal12870","male","Angler",2024
"14070","animal14070","animal12904","animal7187","female","Angler",2024
"14071","animal14071","animal12904","animal5114","male","Angler",2024
"14072","animal14072","animal12904","animal7176","male","Angler",2024
"14073","animal14073","animal12904","animal4563","female","Angler",2024
"14074","animal14074","animal12904","animal12836","male","Angler",2024
"14075","animal14075","animal12904","animal5123","female","Angler",2024
"14076","animal14076","animal12904","animal8535","male","Angler",2024
"14077","animal14077","animal12904","animal10645","female","Angler",2024
"14078","animal14078","animal12904","animal5809","female","Angler",2024
"14079","animal14079","animal12904","animal7029","female","Angler",2024
"14080","animal14080","animal12904","animal7156","female","Angler",2024
"14081","animal14081","animal12904","animal7000","male","Angler",2024
"14082","animal14082","animal12913","animal10637","female","Angler",2024
"14083","animal14083","animal12913","animal7025","male","Angler",2024
"14084","animal14084","animal12913","animal5766","male","Angler",2024
"14085","animal14085","animal12913","animal7076","male","Angler",2024
"14086","animal14086","animal12913","animal5828","male","Angler",2024
"14087","animal14087","animal12913","animal7146","male","Angler",2024
"14088","animal14088","animal12913","animal7197","male","Angler",2024
"14089","animal14089","animal12913","animal10566","female","Angler",2024
"14090","animal14090","animal12913","animal12830","male","Angler",2024
"14091","animal14091","animal12913","animal6994","male","Angler",2024
"14092","animal14092","animal12913","animal7145","male","Angler",2024
"14093","animal14093","animal12913","animal7201","male","Angler",2024
"14094","animal14094","animal12913","animal5769","female","Angler",2024
"14095","animal14095","animal12913","animal12927","male","Angler",2024
"14096","animal14096","animal12913","animal5098","female","Angler",2024
"14097","animal14097","animal12913","animal5135","male","Angler",2024
"14098","animal14098","animal12913","animal5800","female","Angler",2024
"14099","animal14099","animal12913","animal10547","male","Angler",2024
"14100","animal14100","animal12913","animal10642","male","Angler",2024
"14101","animal14101","animal12913","animal12828","male","Angler",2024
"14102","animal14102","animal12913","animal7006","female","Angler",2024
"14103","animal14103","animal12913","animal7106","female","Angler",2024
"14104","animal14104","animal12913","animal5117","male","Angler",2024
"14105","animal14105","animal12913","animal12924","female","Angler",2024
"14106","animal14106","animal12913","animal8628","male","Angler",2024
"14107","animal14107","animal12913","animal4541","male","Angler",2024
"14108","animal14108","animal12913","animal12919","female","Angler",2024
"14109","animal14109","animal12913","animal12918","female","Angler",2024
"14110","animal14110","animal12913","animal7177","female","Angler",2024
"14111","animal14111","animal12913","animal12880","female","Angler",2024
"14112","animal14112","animal12913","animal12899","male","Angler",2024
"14113","animal14113","animal12913","animal12922","male","Angler",2024
"14114","animal14114","animal12913","animal7079","female","Angler",2024
"14115","animal14115","animal12913","animal4583","female","Angler",2024
"14116","animal14116","animal12913","animal5796","male","Angler",2024
"14117","animal14117","animal12913","animal7197","female","Angler",2024
"14118","animal14118","animal12913","animal6960","male","Angler",2024
"14119","animal14119","animal12913","animal8600","male","Angler",2024
"14120","animal14120","animal12913","animal5747","male","Angler",2024
"14121","animal14121","animal5835","animal12916","female","Angler",2024
"14122","animal14122","animal5835","animal12869","male","Angler",2024
"14123","animal14123","animal5835","animal12828","male","Angler",2024
"14124","animal14124","animal5835","animal12829","male","Angler",2024
"14125","animal14125","animal5835","animal12840","female","Angler",2024
"14126","animal14126","animal5835","animal12857","female","Angler",2024
"14127","animal14127","animal5835","animal12841","female","Angler",2024
"14128","animal14128","animal5133","animal12821","male","Angler",2024
"14129","animal14129","animal5133","animal12894","female","Angler",2024
"14130","animal14130","animal4568","animal12850","male","Angler",2024
"14131","animal14131","animal4568","animal12876","female","Angler",2024
"14132","animal14132","animal5865","animal13020","male","Angler",2025
"14133","animal14133","animal5865","animal12969","female","Angler",2025
"14134","animal14134","animal5865","animal12970","male","Angler",2025
"14135","animal14135","animal5865","animal13002","male","Angler",2025
"14136","animal14136","animal5865","animal12964","female","Angler",2025
"14137","animal14137","animal7287","animal12955","male","Angler",2025
"14138","animal14138","animal7287","animal12973","male","Angler",2025
"14139","animal14139","animal7287","animal13009","male","Angler",2025
"14140","animal14140","animal7287","animal13043","male","Angler",2025
"14141","animal14141","animal7293","animal12951","female","Angler",2025
"14142","animal14142","animal7293","animal13032","female","Angler",2025
"14143","animal14143","animal7293","animal12959","male","Angler",2025
"14144","animal14144","animal7293","animal12997","male","Angler",2025
"14145","animal14145","animal7311","animal13004","male","Angler",2025
"14146","animal14146","animal7311","animal13042","female","Angler",2025
"14147","animal14147","animal7311","animal12974","female","Angler",2025
"14148","animal14148","animal7311","animal13019","male","Angler",2025
"14149","animal14149","animal7311","animal13042","male","Angler",2025
"14150","animal14150","animal7311","animal13013","female","Angler",2025
"14151","animal14151","animal7311","animal12983","male","Angler",2025
"14152","animal14152","animal7356","animal13023","female","Angler",2025
"14153","animal14153","animal7356","animal12939","female","Angler",2025
"14154","animal14154","animal7356","animal12987","male","Angler",2025
"14155","animal14155","animal7356","animal12941","male","Angler",2025
"14156","animal14156","animal7369","animal12987","male","Angler",2025
"14157","animal14157","animal7369","animal12992","female","Angler",2025
"14158","animal14158","animal7369","animal12990","male","Angler",2025
"14159","animal14159","animal7369","animal12997","male","Angler",2025
"14160","animal14160","animal7369","animal12929","male","Angler",2025
"14161","animal14161","animal7399","animal12998","male","Angler",2025
"14162","animal14162","animal7399","animal13030","female","Angler",2025
"14163","animal14163","animal7399","animal12956","female","Angler",2025
"14164","animal14164","animal7399","animal12969","male","Angler",2025
"14165","animal14165","animal7399","animal13013","female","Angler",2025
"14166","animal14166","animal7400","animal12991","female","Angler",2025
"14167","animal14167","animal7400","animal12942","male","Angler",2025
"14168","animal14168","animal7400","animal12938","female","Angler",2025
"14169","animal14169","animal7400","animal12973","female","Angler",2025
"14170","animal14170","animal7400","animal13018","female","Angler",2025
"14171","animal14171","animal8669","animal13045","female","Angler",2025
"14172","animal14172","animal8669","animal13038","male","Angler",2025
"14173","animal14173","animal8669","animal13002","female","Angler",2025
"14174","animal14174","animal8669","animal12979","male","Angler",2025
"14175","animal14175","animal8669","animal13020","female","Angler",2025
"14176","animal14176","animal8669","animal13017","female","Angler",2025
"14177","animal14177","animal8669","animal12975","male","Angler",2025
"14178","animal14178","animal8671","animal12999","female","Angler",2025
"14179","animal14179","animal8671","animal12930","female","Angler",2025
"14180","animal14180","animal8671","animal12977","female","Angler",2025
"14181","animal14181","animal8671","animal13043","female","Angler",2025
"14182","animal14182","animal12971","animal7319","female","Angler",2025
"14183","animal14183","animal12971","animal8742","female","Angler",2025
"14184","animal14184","animal12971","animal10753","female","Angler",2025
"14185","animal14185","animal12971","animal4604","male","Angler",2025
"14186","animal14186","animal12971","animal5212","male","Angler",2025
"14187","animal14187","animal12971","animal5933","male","Angler",2025
"14188","animal14188","animal12971","animal8655","female","Angler",2025
"14189","animal14189","animal12971","animal5178","female","Angler",2025
"14190","animal14190","animal12971","animal8736","male","Angler",2025
"14191","animal14191","animal12971","animal5922","male","Angler",2025
"14192","animal14192","animal12971","animal5869","female","Angler",2025
"14193","animal14193","animal12971","animal7435","female","Angler",2025
"14194","animal14194","animal12971","animal4591","female","Angler",2025
"14195","animal14195","animal12971","animal10670","male","Angler",2025
"14196","animal14196","animal12971","animal7308","male","Angler",2025
"14197","animal14197","animal12971","animal8633","female","Angler",2025
"14198","animal14198","animal12971","animal10685","male","Angler",2025
"14199","animal14199","animal12971","animal4590","male","Angler",2025
"14200","animal14200","animal12971","animal8635","female","Angler",2025
"14201","animal14201","animal12971","animal12985","male","Angler",2025
"14202","animal14202","animal12971","animal10682","female","Angler",2025
"14203","animal14203","animal12971","animal7557","female","Angler",2025
"14204","animal14204","animal12971","animal10722","female","Angler",2025
"14205","animal14205","animal12971","animal10733","male","Angler",2025
"14206","animal14206","animal12971","animal10728","male","Angler",2025
"14207","animal14207","animal12971","animal8685","female","Angler",2025
"14208","animal14208","animal12971","animal12955","male","Angler",2025
"14209","animal14209","animal12971","animal3866","female","Angler",2025
"14210","animal14210","animal12971","animal13036","male","Angler",2025
"14211","animal14211","animal12971","animal8690","female","Angler",2025
"14212","animal14212","animal12971","animal8712","female","Angler",2025
"14213","animal14213","animal12971","animal7416","female","Angler",2025
"14214","animal14214","animal12971","animal8764","female","Angler",2025
"14215","animal14215","animal12971","animal5904","female","Angler",2025
"14216","animal14216","animal12971","animal7321","male","Angler",2025
"14217","animal14217","animal12971","animal12972","male","Angler",2025
"14218","animal14218","animal12971","animal10685","male","Angler",2025
"14219","animal14219","animal12971","animal8751","male","Angler",2025
"14220","animal14220","animal12982","animal13026","male","Angler",2025
"14221","animal14221","animal12982","animal8672","male","Angler",2025
"14222","animal14222","animal12982","animal4591","female","Angler",2025
"14223","animal14223","animal12982","animal7395","male","Angler",2025
"14224","animal14224","animal12982","animal7439","male","Angler",2025
"14225","animal14225","animal12982","animal7445","female","Angler",2025
"14226","animal14226","animal12982","animal7504","male","Angler",2025
"14227","animal14227","animal12982","animal10722","male","Angler",2025
"14228","animal14228","animal12982","animal7307","female","Angler",2025
"14229","animal14229","animal12982","animal5178","male","Angler",2025
"14230","animal14230","animal12982","animal4594","male","Angler",2025
"14231","animal14231","animal12982","animal7560","female","Angler",2025
"14232","animal14232","animal12982","animal5932","female","Angler",2025
"14233","animal14233","animal12982","animal5915","female","Angler",2025
"14234","animal14234","animal12982","animal7491","female","Angler",2025
"14235","animal14235","animal12982","animal7457","male","Angler",2025
"14236","animal14236","animal12982","animal10707","male","Angler",2025
"14237","animal14237","animal12982","animal10668","female","Angler",2025
"14238","animal14238","animal12982","animal7533","female","Angler",2025
"14239","animal14239","animal12982","animal7295","female","Angler",2025
"14240","animal14240","animal12982","animal5945","female","Angler",2025
"14241","animal14241","animal12982","animal5975","male","Angler",2025
"14242","animal14242","animal12982","animal7412","male","Angler",2025
"14243","animal14243","animal12982","animal5208","female","Angler",2025
"14244","animal14244","animal12982","animal8632","male","Angler",2025
"14245","animal14245","animal12982","animal5970","female","Angler",2025
"14246","animal14246","animal12982","animal7393","female","Angler",2025
"14247","animal14247","animal12982","animal5151","male","Angler",2025
"14248","animal14248","animal12982","animal12948","female","Angler",2025
"14249","animal14249","animal12982","animal4586","male","Angler",2025
"14250","animal14250","animal12982","animal7422","male","Angler",2025
"14251","animal14251","animal12982","animal10677","male","Angler",2025
"14252","animal14252","animal12982","animal4187","male","Angler",2025
"14253","animal14253","animal12982","animal3864","male","Angler",2025
"14254","animal14254","animal12982","animal4605","male","Angler",2025
"14255","animal14255","animal12982","animal7448","male","Angler",2025
"14256","animal14256","animal12982","animal7445","female","Angler",2025
"14257","animal14257","animal12982","animal12991","female","Angler",2025
"14258","animal14258","animal12993","animal7533","male","Angler",2025
"14259","animal14259","animal12993","animal7545","male","Angler",2025
"14260","animal14260","animal12993","animal7424","female","Angler",2025
"14261","animal14261","animal12993","animal7481","male","Angler",2025
"14262","animal14262","animal12993","animal7309","male","Angler",2025
"14263","animal14263","animal12993","animal7425","male","Angler",2025
"14264","animal14264","animal12993","animal7358","female","Angler",2025
"14265","animal14265","animal12993","animal5880","male","Angler",2025
"14266","animal14266","animal12993","animal13017","male","Angler",2025
"14267","animal14267","animal12993","animal10693","male","Angler",2025
"14268","animal14268","animal12993","animal10745","female","Angler",2025
"14269","animal14269","animal12993","animal5190","male","Angler",2025
"14270","animal14270","animal12993","animal7375","female","Angler",2025
"14271","animal14271","animal12993","animal5966","female","Angler",2025
"14272","animal14272","animal12993","animal5951","female","Angler",2025
"14273","animal14273","animal12993","animal4187","male","Angler",2025
"14274","animal14274","animal12993","animal7553","male","Angler",2025
"14275","animal14275","animal12993","animal7404","female","Angler",2025
"14276","animal14276","animal12993","animal10751","female","Angler",2025
"14277","animal14277","animal12993","animal5936","female","Angler",2025
"14278","animal14278","animal12993","animal12945","female","Angler",2025
"14279","animal14279","animal12993","animal5922","male","Angler",2025
"14280","animal14280","animal12993","animal7309","male","Angler",2025
"14281","animal14281","animal12993","animal4594","female","Angler",2025
"14282","animal14282","animal12993","animal7358","male","Angler",2025
"14283","animal14283","animal12993","animal8755","female","Angler",2025
"14284","animal14284","animal12993","animal7387","male","Angler",2025
"14285","animal14285","animal12993","animal13025","male","Angler",2025
"14286","animal14286","animal12993","animal7429","female","Angler",2025
"14287","animal14287","animal12993","animal7425","male","Angler",2025
"14288","animal14288","animal12993","animal7417","male","Angler",2025
"14289","animal14289","animal12993","animal7434","male","Angler",2025
"14290","animal14290","animal12993","animal7321","male","Angler",2025
"14291","animal14291","animal12993","animal5915","female","Angler",2025
"14292","animal14292","animal12993","animal8652","male","Angler",2025
"14293","animal14293","animal12993","animal10735","male","Angler",2025
"14294","animal14294","animal12993","animal12968","male","Angler",2025
"14295","animal14295","animal12993","animal5936","female","Angler",2025
"14296","animal14296","animal7442","animal13038","female","Angler",2025
"14297","animal14297","animal7442","animal12953","male","Angler",2025
"14298","animal14298","animal7442","animal12972","male","Angler",2025
"14299","animal14299","animal10741","animal13011","female","Angler",2025
"14300","animal14300","animal10741","animal13004","female","Angler",2025
"14301","animal14301","animal10741","animal12992","male","Angler",2025
"14302","animal14302","animal10741","animal12983","female","Angler",2025
"14303","animal14303","animal10741","animal12930","female","Angler",2025
"14304","animal14304","animal10742","animal12978","female","Angler",2025
"14305","animal14305","animal10742","animal13011","female","Angler",2025
"14306","animal14306","animal10742","animal12970","female","Angler",2025
"14307","animal14307","animal10742","animal12954","male","Angler",2025
"14308","animal14308","animal10742","animal12938","male","Angler",2025
"14309","animal14309","animal5931","animal12933","female","Angler",2025
"14310","animal14310","animal5931","animal12978","male","Angler",2025
"14311","animal14311","animal5931","animal12990","female","Angler",2025
"14312","animal14312","animal5931","animal12953","male","Angler",2025
"14313","animal14313","animal5931","animal12948","male","Angler",2025
"14314","animal14314","animal5931","animal12974","female","Angler",2025
"14315","animal14315","animal5931","animal12965","female","Angler",2025
"14316","animal14316","animal5934","animal12984","male","Angler",2025
"14317","animal14317","animal5934","animal12968","female","Angler",2025
"14318","animal14318","animal5934","animal12985","male","Angler",2025
"14319","animal14319","animal7477","animal13044","female","Angler",2025
"14320","animal14320","animal7477","animal13045","male","Angler",2025
"14321","animal14321","animal7477","animal12951","female","Angler",2025
"14322","animal14322","animal7477","animal13009","female","Angler",2025
"14323","animal14323","animal8713","animal12954","female","Angler",2025
"14324","animal14324","animal8713","animal13033","female","Angler",2025
"14325","animal14325","animal8713","animal12942","female","Angler",2025
"14326","animal14326","animal8713","animal13036","female","Angler",2025
"14327","animal14327","animal13012","animal7519","female","Angler",2025
"14328","animal14328","animal13012","animal10660","female","Angler",2025
"14329","animal14329","animal13012","animal8732","male","Angler",2025
"14330","animal14330","animal13012","animal10675","male","Angler",2025
"14331","animal14331","animal13012","animal7454","male","Angler",2025
"14332","animal14332","animal13012","animal8748","female","Angler",2025
"14333","animal14333","animal13012","animal7265","male","Angler",2025
"14334","animal14334","animal13012","animal7256","male","Angler",2025
"14335","animal14335","animal13012","animal7336","male","Angler",2025
"14336","animal14336","animal13012","animal4608","female","Angler",2025
"14337","animal14337","animal13012","animal5961","female","Angler",2025
"14338","animal14338","animal13012","animal7532","female","Angler",2025
"14339","animal14339","animal13012","animal7482","female","Angler",2025
