Indiv Sire Dam Born Sex Breed EBV
animal13861 animal5788 animal12869 2024 female Angler 96.61
animal11249 animal5788 animal8556 2024 female Angler 94.81
animal12120 animal5788 animal10598 2024 female Angler 103.6
animal9550 animal5788 animal6961 2024 female Angler 94.35
animal13862 animal5788 animal12903 2024 male Angler 102.16
animal13863 animal5788 animal12809 2024 female Angler 106.71
animal8035 animal5788 animal5787 2024 male Angler 118.52
animal11250 animal5788 animal8557 2024 male Angler 100.94
animal11251 animal5788 animal8560 2024 female Angler 121.14
animal8036 animal5788 animal3855 2024 male Angler 102.02
animal12121 animal5788 animal10593 2024 male Angler 95.73
animal9551 animal5788 animal7131 2024 female Angler 105.01
animal11252 animal5788 animal8616 2024 male Angler 97.49
animal9552 animal5788 animal7222 2024 male Angler 84.32
animal11253 animal5788 animal8618 2024 male Angler 94.14
animal9553 animal5788 animal7179 2024 male Angler 93.33
animal13864 animal5788 animal12927 2024 female Angler 90.83
animal12122 animal5788 animal10619 2024 female Angler 90.97
animal13865 animal5788 animal12916 2024 female Angler 101.82
animal9554 animal5788 animal7010 2024 female Angler 101.79
animal11254 animal7086 animal8517 2024 female Angler 95.87
animal9555 animal7086 animal7152 2024 male Angler 86.02
animal13866 animal7086 animal12914 2024 male Angler 100.74
animal9556 animal7086 animal7105 2024 female Angler 91.06
animal9557 animal7086 animal7089 2024 female Angler 97.93
animal9558 animal7086 animal7235 2024 female Angler 96.86
animal9559 animal7086 animal6980 2024 female Angler 90.66
animal13867 animal7086 animal12881 2024 female Angler 102.47
animal9560 animal7086 animal7030 2024 female Angler 105.92
animal13868 animal7086 animal12835 2024 male Angler 96.81
animal11255 animal7086 animal8555 2024 male Angler 90.97
animal12123 animal7086 animal10612 2024 male Angler 95.15
animal13869 animal7086 animal12923 2024 female Angler 103.89
animal12124 animal7086 animal10538 2024 male Angler 94.92
animal9561 animal7086 animal5107 2024 male Angler 91.7
animal9562 animal7086 animal7199 2024 male Angler 91.01
animal9563 animal7086 animal6930 2024 female Angler 96.36
animal9564 animal7086 animal7047 2024 female Angler 91.87
animal9565 animal7086 animal6929 2024 female Angler 108.74
animal9566 animal7086 animal7110 2024 female Angler 103.76
animal9567 animal7086 animal4533 2024 male Angler 104.69
animal9568 animal7086 animal4531 2024 female Angler 111.35
animal9569 animal7086 animal6998 2024 male Angler 105.66
animal9570 animal7086 animal7022 2024 female Angler 96.13
animal9571 animal7086 animal3847 2024 male Angler 95.95
animal9572 animal7086 animal5848 2024 male Angler 102.43
animal9573 animal7086 animal5841 2024 female Angler 93.8
animal9574 animal7086 animal7020 2024 male Angler 97.95
animal9575 animal7086 animal5745 2024 female Angler 97.83
animal9576 animal7086 animal7186 2024 female Angler 90.35
animal9577 animal7086 animal7018 2024 male Angler 101.4
animal11256 animal7086 animal8585 2024 male Angler 100.39
animal9578 animal7086 animal7157 2024 female Angler 111.5
animal12125 animal7086 animal10588 2024 male Angler 94.91
animal9579 animal7086 animal7161 2024 male Angler 94.09
animal11257 animal7086 animal8557 2024 male Angler 87.48
animal9580 animal7086 animal6966 2024 male Angler 100.38
animal9581 animal7086 animal4526 2024 female Angler 110.23
animal8037 animal5793 animal4157 2024 female Angler 111.49
animal9582 animal5793 animal7111 2024 male Angler 103.06
animal13870 animal5793 animal12831 2024 male Angler 104.38
animal11258 animal5793 animal8601 2024 male Angler 105.03
animal13871 animal5793 animal12875 2024 female Angler 106.08
animal8038 animal5793 animal5801 2024 female Angler 104.43
animal12126 animal5793 animal10575 2024 male Angler 105.69
animal8039 animal5793 animal5760 2024 male Angler 112.82
animal9583 animal5793 animal7117 2024 female Angler 93.22
animal8040 animal5793 animal5770 2024 male Angler 95.5
animal9584 animal5793 animal6961 2024 male Angler 101.44
animal8041 animal5793 animal5735 2024 male Angler 106.52
animal9585 animal5793 animal7021 2024 male Angler 112.32
animal8042 animal5793 animal4547 2024 male Angler 115.04
animal9586 animal5793 animal7180 2024 female Angler 101.5
animal9587 animal5793 animal7104 2024 female Angler 98.99
animal11259 animal5793 animal8566 2024 male Angler 118.36
animal13872 animal5793 animal12857 2024 female Angler 107.63
animal9588 animal5793 animal7078 2024 female Angler 109.11
animal9589 animal5793 animal6969 2024 female Angler 103
animal8043 animal5793 animal3859 2024 female Angler 98.67
animal11260 animal5793 animal8600 2024 male Angler 98.68
animal11261 animal5793 animal8529 2024 male Angler 103.62
animal9590 animal5793 animal7030 2024 male Angler 118.71
animal13873 animal5793 animal12895 2024 female Angler 115.97
animal13874 animal5793 animal12848 2024 female Angler 110.17
animal9591 animal5793 animal7133 2024 male Angler 91.65
animal12127 animal5793 animal10590 2024 male Angler 109.23
animal8044 animal5793 animal4553 2024 female Angler 99.75
animal8045 animal5793 animal4161 2024 male Angler 103.55
animal9592 animal5793 animal7129 2024 male Angler 118.03
animal8046 animal5793 animal3848 2024 male Angler 95.21
animal8047 animal5793 animal4563 2024 male Angler 101.51
animal9593 animal5793 animal7096 2024 male Angler 100.28
animal13875 animal5793 animal12849 2024 male Angler 111.66
animal8048 animal5793 animal4524 2024 female Angler 113.79
animal9594 animal5793 animal7240 2024 female Angler 89.67
animal9595 animal5793 animal7153 2024 female Angler 110.75
animal11262 animal8542 animal8501 2024 female Angler 102.09
animal11263 animal8542 animal5834 2024 female Angler 109.75
animal11264 animal8542 animal7084 2024 female Angler 104.42
animal11265 animal8542 animal8577 2024 female Angler 103.36
animal11266 animal8542 animal7084 2024 male Angler 115.31
animal11267 animal8542 animal6973 2024 female Angler 105.14
animal11268 animal8542 animal5811 2024 female Angler 117.61
animal11269 animal8542 animal3853 2024 male Angler 98.15
animal13876 animal8542 animal12925 2024 male Angler 108.09
animal11270 animal8542 animal4522 2024 male Angler 101.59
animal11271 animal8542 animal6951 2024 female Angler 101.38
animal11272 animal8542 animal7206 2024 male Angler 106.63
animal13877 animal8542 animal12906 2024 male Angler 109.25
animal11273 animal8542 animal6931 2024 male Angler 107.29
animal11274 animal8542 animal7243 2024 female Angler 92.27
animal11275 animal8542 animal5740 2024 female Angler 91.21
animal11276 animal8542 animal5791 2024 male Angler 100.3
animal11277 animal8542 animal8582 2024 male Angler 103.15
animal11278 animal8542 animal5829 2024 male Angler 109.63
animal12128 animal8542 animal10599 2024 female Angler 102.38
animal11279 animal8542 animal4153 2024 female Angler 104.95
animal11280 animal8542 animal7243 2024 female Angler 98.6
animal11281 animal8542 animal5094 2024 female Angler 111.99
animal11282 animal8542 animal4522 2024 male Angler 96.8
animal11283 animal8542 animal5100 2024 female Angler 100.88
animal13878 animal8542 animal12875 2024 female Angler 115.07
animal11284 animal8542 animal7203 2024 male Angler 102.15
animal11285 animal8542 animal3853 2024 male Angler 100.51
animal11286 animal8542 animal8520 2024 female Angler 104.08
animal11287 animal8542 animal4534 2024 male Angler 112.98
animal11288 animal8542 animal5802 2024 male Angler 100.78
animal11289 animal8542 animal7132 2024 female Angler 108.35
animal12129 animal8542 animal10588 2024 male Angler 106.74
animal12130 animal8542 animal10567 2024 female Angler 108.47
animal11290 animal8542 animal7007 2024 female Angler 120
animal11291 animal8542 animal7039 2024 female Angler 118.58
animal11292 animal8542 animal7074 2024 male Angler 98.42
animal13879 animal8542 animal12905 2024 female Angler 103.83
animal12131 animal8553 animal10603 2024 female Angler 105.23
animal13880 animal8553 animal12818 2024 female Angler 99.64
animal13881 animal8553 animal12877 2024 female Angler 110.41
animal13882 animal8553 animal12848 2024 male Angler 109.79
animal11293 animal8553 animal6924 2024 male Angler 97.74
animal12132 animal8553 animal10572 2024 female Angler 94.43
animal11294 animal8553 animal5745 2024 male Angler 111.24
animal11295 animal8553 animal4561 2024 male Angler 108.48
animal11296 animal8553 animal5800 2024 female Angler 94.96
animal13883 animal8553 animal12907 2024 female Angler 107.23
animal12133 animal8553 animal10620 2024 male Angler 98.64
animal11297 animal8553 animal7021 2024 female Angler 114.22
animal11298 animal8553 animal7151 2024 female Angler 111.1
animal13884 animal8553 animal12922 2024 male Angler 100.43
animal11299 animal8553 animal5812 2024 male Angler 109.3
animal11300 animal8553 animal7238 2024 female Angler 92.92
animal12134 animal8553 animal10609 2024 male Angler 111.9
animal11301 animal8553 animal5753 2024 female Angler 105.62
animal11302 animal8553 animal7112 2024 female Angler 94.25
animal11303 animal8553 animal5118 2024 female Angler 112.34
animal11304 animal8553 animal5102 2024 male Angler 96.4
animal12135 animal8553 animal10618 2024 male Angler 104.53
animal11305 animal8553 animal5754 2024 female Angler 110.1
animal13885 animal8553 animal12866 2024 female Angler 123
animal11306 animal8553 animal7054 2024 male Angler 113.14
animal11307 animal8553 animal6929 2024 female Angler 109.51
animal13886 animal8553 animal12835 2024 female Angler 103.7
animal11308 animal8553 animal7135 2024 male Angler 103.91
animal13887 animal8553 animal12880 2024 female Angler 112.65
animal11309 animal8553 animal4520 2024 male Angler 103.53
animal12136 animal8553 animal10542 2024 female Angler 110.99
animal11310 animal8553 animal8522 2024 male Angler 117.52
animal13888 animal8553 animal12829 2024 male Angler 111.45
animal11311 animal8553 animal8566 2024 female Angler 113.3
animal13889 animal8553 animal12825 2024 female Angler 118.13
animal11312 animal8553 animal5753 2024 male Angler 111.52
animal13890 animal8553 animal12905 2024 female Angler 115.98
animal11313 animal8553 animal6987 2024 male Angler 107.14
animal11314 animal8554 animal5824 2024 female Angler 102.39
animal11315 animal8554 animal5096 2024 female Angler 99.9
animal12137 animal8554 animal10606 2024 female Angler 110.43
animal11316 animal8554 animal5819 2024 male Angler 99.21
animal11317 animal8554 animal6936 2024 male Angler 114.23
animal13891 animal8554 animal12885 2024 male Angler 109.39
animal13892 animal8554 animal12924 2024 female Angler 95.07
animal11318 animal8554 animal8519 2024 male Angler 83.11
animal11319 animal8554 animal6977 2024 female Angler 97.73
animal12138 animal8554 animal10605 2024 female Angler 103.88
animal11320 animal8554 animal8626 2024 male Angler 106.56
animal11321 animal8554 animal4156 2024 female Angler 96.13
animal13893 animal8554 animal12914 2024 female Angler 95.39
animal13176 animal8554 animal11717 2024 male Angler 104.79
animal12139 animal8554 animal10630 2024 male Angler 102.17
animal11322 animal8554 animal7074 2024 female Angler 107.47
animal11323 animal8554 animal7123 2024 male Angler 86.76
animal11324 animal8554 animal7233 2024 male Angler 107.29
animal11325 animal8554 animal5126 2024 female Angler 94.17
animal11326 animal8554 animal5102 2024 female Angler 94.25
animal13894 animal8554 animal12909 2024 female Angler 91
animal11327 animal8554 animal5739 2024 female Angler 83.78
animal11328 animal8554 animal7094 2024 male Angler 94.53
animal11329 animal8554 animal7051 2024 female Angler 96.59
animal12140 animal8554 animal10544 2024 male Angler 107.34
animal13895 animal8554 animal12841 2024 female Angler 102.32
animal13896 animal8554 animal12856 2024 male Angler 101.1
animal11330 animal8554 animal4549 2024 female Angler 98.94
animal11331 animal8554 animal7104 2024 male Angler 88.5
animal11332 animal8554 animal7238 2024 female Angler 86.92
animal11333 animal8554 animal7087 2024 female Angler 105.06
animal13897 animal8554 animal12815 2024 female Angler 102.38
animal11334 animal8554 animal7019 2024 female Angler 94.91
animal11335 animal8554 animal7187 2024 male Angler 96.59
animal12141 animal8554 animal10567 2024 male Angler 100.58
animal11336 animal8554 animal7127 2024 female Angler 87.66
animal13898 animal8554 animal12814 2024 female Angler 87.35
animal11337 animal8554 animal8528 2024 female Angler 115.23
animal11338 animal8563 animal7067 2024 female Angler 97.94
animal11339 animal8563 animal8520 2024 male Angler 108.7
animal11340 animal8563 animal7018 2024 male Angler 103.02
animal13899 animal8563 animal12873 2024 female Angler 111.54
animal13900 animal8563 animal12812 2024 male Angler 102.73
animal13901 animal8563 animal12886 2024 male Angler 91.5
animal11341 animal8563 animal5862 2024 female Angler 92.55
animal13902 animal8563 animal12866 2024 female Angler 116.98
animal11342 animal8563 animal5786 2024 male Angler 107.78
animal11343 animal8563 animal5115 2024 female Angler 88.52
animal12142 animal8563 animal10649 2024 male Angler 105.21
animal11344 animal8563 animal7240 2024 male Angler 91.33
animal11345 animal8563 animal5851 2024 male Angler 97.82
animal11346 animal8563 animal7076 2024 male Angler 103.68
animal11347 animal8563 animal4156 2024 male Angler 101.64
animal12143 animal8563 animal10572 2024 male Angler 81.86
animal11348 animal8563 animal7082 2024 female Angler 101.44
animal11349 animal8563 animal5126 2024 male Angler 102.99
animal11350 animal8563 animal5769 2024 female Angler 104.22
animal11351 animal8563 animal7144 2024 male Angler 102.62
animal12144 animal8563 animal10617 2024 male Angler 91.65
animal11352 animal8563 animal4550 2024 male Angler 95.97
animal11353 animal8563 animal4561 2024 male Angler 97.74
animal11354 animal8563 animal7099 2024 female Angler 97.19
animal13903 animal8563 animal12838 2024 female Angler 93.61
animal11355 animal8563 animal7142 2024 male Angler 92.11
animal11356 animal8563 animal7210 2024 male Angler 117.2
animal11357 animal8563 animal8605 2024 female Angler 97.76
animal11358 animal8563 animal7089 2024 female Angler 108.26
animal11359 animal8563 animal5811 2024 female Angler 94.98
animal11360 animal8563 animal6927 2024 female Angler 84.73
animal11361 animal8563 animal7130 2024 male Angler 94.56
animal12145 animal8563 animal10626 2024 female Angler 108.2
animal11362 animal8563 animal7129 2024 male Angler 102.64
animal11363 animal8563 animal7180 2024 male Angler 93.34
animal12146 animal8563 animal10637 2024 male Angler 91.52
animal11364 animal8563 animal7161 2024 female Angler 96.64
animal13904 animal8563 animal12918 2024 female Angler 88.73
animal13905 animal12855 animal10646 2024 female Angler 96.13
animal13906 animal12855 animal5134 2024 female Angler 95.27
animal13907 animal12855 animal5127 2024 female Angler 94.77
animal13908 animal12855 animal6972 2024 female Angler 107.79
animal13909 animal12855 animal5845 2024 male Angler 99.45
animal13910 animal12855 animal7144 2024 male Angler 92.71
animal13911 animal12855 animal12881 2024 male Angler 104.47
animal13912 animal12855 animal5772 2024 male Angler 111.69
animal13913 animal12855 animal5858 2024 female Angler 103.14
animal13914 animal12855 animal10539 2024 female Angler 96.34
animal13915 animal12855 animal8525 2024 female Angler 103.83
animal13916 animal12855 animal7006 2024 male Angler 108.46
animal13917 animal12855 animal5111 2024 female Angler 91.35
animal13918 animal12855 animal5749 2024 male Angler 92.98
animal13919 animal12855 animal8564 2024 male Angler 103.05
animal13920 animal12855 animal4151 2024 male Angler 98.37
animal13921 animal12855 animal7246 2024 male Angler 90.7
animal13922 animal12855 animal5791 2024 female Angler 107.9
animal13923 animal12855 animal7150 2024 female Angler 96.65
animal13924 animal12855 animal6932 2024 female Angler 107.91
animal13925 animal12855 animal7039 2024 male Angler 99.61
animal13926 animal12855 animal6986 2024 female Angler 110.76
animal13927 animal12855 animal7171 2024 female Angler 100.15
animal13928 animal12855 animal12907 2024 male Angler 101.04
animal13929 animal12855 animal5739 2024 male Angler 92.18
animal13930 animal12855 animal6972 2024 female Angler 92.65
animal13931 animal12855 animal8607 2024 male Angler 102.14
animal13932 animal12855 animal10638 2024 female Angler 102.77
animal13933 animal12855 animal7166 2024 female Angler 96.71
animal13934 animal12855 animal12809 2024 female Angler 103.82
animal13935 animal12855 animal6948 2024 male Angler 106.81
animal13936 animal12855 animal10636 2024 male Angler 94.28
animal13937 animal12855 animal7226 2024 female Angler 95.86
animal13938 animal12855 animal4569 2024 female Angler 99.72
animal13939 animal12855 animal5748 2024 male Angler 95.35
animal13940 animal12855 animal5759 2024 female Angler 109.56
animal13941 animal12855 animal7005 2024 male Angler 97.57
animal13942 animal12855 animal12865 2024 female Angler 94.79
animal12147 animal10597 animal5760 2024 female Angler 95.64
animal12148 animal10597 animal7220 2024 male Angler 96.85
animal12149 animal10597 animal7139 2024 male Angler 80.66
animal12150 animal10597 animal8555 2024 female Angler 74.11
animal12151 animal10597 animal7160 2024 female Angler 101.93
animal13943 animal10597 animal12896 2024 female Angler 97.04
animal12152 animal10597 animal6974 2024 female Angler 94.65
animal12153 animal10597 animal8573 2024 female Angler 100.28
animal12154 animal10597 animal8628 2024 female Angler 93.04
animal12155 animal10597 animal5828 2024 male Angler 90.37
animal12156 animal10597 animal6933 2024 male Angler 97.71
animal12157 animal10597 animal5861 2024 male Angler 80.38
animal12158 animal10597 animal4556 2024 male Angler 84.56
animal12159 animal10597 animal5147 2024 female Angler 92.93
animal12160 animal10597 animal7220 2024 male Angler 100.58
animal12161 animal10597 animal10636 2024 female Angler 95.45
animal12162 animal10597 animal4150 2024 female Angler 99.01
animal12163 animal10597 animal8579 2024 female Angler 94.22
animal13944 animal10597 animal12851 2024 male Angler 93.36
animal12164 animal10597 animal4523 2024 female Angler 91.24
animal12165 animal10597 animal5781 2024 female Angler 85.63
animal12166 animal10597 animal8605 2024 female Angler 91.85
animal12167 animal10597 animal7019 2024 female Angler 84.05
animal12168 animal10597 animal6980 2024 female Angler 87.97
animal12169 animal10597 animal7157 2024 female Angler 97.04
animal12170 animal10597 animal10629 2024 male Angler 98.76
animal12171 animal10597 animal7138 2024 male Angler 97.95
animal12172 animal10597 animal5135 2024 male Angler 102.38
animal12173 animal10597 animal5852 2024 female Angler 99.28
animal12174 animal10597 animal7141 2024 male Angler 98.58
animal12175 animal10597 animal5098 2024 male Angler 92.05
animal12176 animal10597 animal7177 2024 female Angler 88.29
animal12177 animal10597 animal3857 2024 female Angler 97
animal12178 animal10597 animal7066 2024 male Angler 103.16
animal12179 animal10597 animal7049 2024 male Angler 104.91
animal13945 animal10597 animal12895 2024 female Angler 103.19
animal12180 animal10597 animal5127 2024 female Angler 89.37
animal13946 animal10597 animal12926 2024 male Angler 94.36
animal12181 animal10597 animal10602 2024 female Angler 92.83
animal9596 animal7140 animal5824 2024 male Angler 107.3
animal9597 animal7140 animal7071 2024 male Angler 95.01
animal9598 animal7140 animal5836 2024 female Angler 103.26
animal13947 animal7140 animal12867 2024 male Angler 109.07
animal12182 animal7140 animal10622 2024 male Angler 110.94
animal9599 animal7140 animal6999 2024 female Angler 109.59
animal13948 animal7140 animal12923 2024 male Angler 118.21
animal13949 animal7140 animal12836 2024 female Angler 99.19
animal9600 animal7140 animal4577 2024 female Angler 111.68
animal9601 animal7140 animal3848 2024 male Angler 90.23
animal12183 animal7140 animal10565 2024 female Angler 96.44
animal9602 animal7140 animal7079 2024 female Angler 91.09
animal9603 animal7140 animal7145 2024 female Angler 115.62
animal9604 animal7140 animal7087 2024 male Angler 108.34
animal9605 animal7140 animal7037 2024 female Angler 104.25
animal9606 animal7140 animal4556 2024 female Angler 111.04
animal12184 animal7140 animal10551 2024 male Angler 113.01
animal9607 animal7140 animal7082 2024 male Angler 103.29
animal9608 animal7140 animal7164 2024 female Angler 100.96
animal9609 animal7140 animal7160 2024 male Angler 109.78
animal9610 animal7140 animal7228 2024 male Angler 106.42
animal13950 animal7140 animal12908 2024 female Angler 109.44
animal9611 animal7140 animal7097 2024 male Angler 108.15
animal9612 animal7140 animal4537 2024 female Angler 103.79
animal9613 animal7140 animal7000 2024 female Angler 106.76
animal9614 animal7140 animal7156 2024 female Angler 100.45
animal9615 animal7140 animal5765 2024 female Angler 101.38
animal9616 animal7140 animal5115 2024 female Angler 94.14
animal9617 animal7140 animal4153 2024 female Angler 122.68
animal9618 animal7140 animal6933 2024 female Angler 107
animal9619 animal7140 animal7120 2024 female Angler 111.1
animal9620 animal7140 animal6949 2024 female Angler 112.37
animal9621 animal7140 animal4526 2024 female Angler 102.84
animal12185 animal7140 animal10540 2024 male Angler 107.19
animal9622 animal7140 animal5817 2024 male Angler 102.96
animal9623 animal7140 animal7068 2024 female Angler 100.01
animal12186 animal7140 animal10623 2024 male Angler 95.2
animal11365 animal7140 animal8521 2024 male Angler 110.34
animal9624 animal7140 animal5862 2024 female Angler 99.81
animal12187 animal10633 animal3855 2024 female Angler 103.27
animal12188 animal10633 animal5786 2024 female Angler 105.99
animal13951 animal10633 animal12814 2024 female Angler 112.25
animal12189 animal10633 animal8619 2024 female Angler 86.72
animal13952 animal10633 animal12822 2024 female Angler 106.92
animal13953 animal10633 animal12860 2024 female Angler 97.36
animal12190 animal10633 animal4158 2024 female Angler 103.05
animal12191 animal10633 animal7098 2024 female Angler 88.35
animal12192 animal10633 animal4163 2024 female Angler 95.65
animal12193 animal10633 animal10601 2024 female Angler 98.17
animal12194 animal10633 animal10642 2024 female Angler 106.86
animal12195 animal10633 animal6953 2024 male Angler 109.4
animal12196 animal10633 animal7179 2024 male Angler 96.55
animal12197 animal10633 animal4576 2024 male Angler 100.84
animal12198 animal10633 animal6945 2024 female Angler 99.72
animal12199 animal10633 animal5837 2024 female Angler 96.57
animal12200 animal10633 animal7142 2024 male Angler 97.12
animal12201 animal10633 animal4536 2024 female Angler 103.61
animal12202 animal10633 animal7134 2024 male Angler 86.66
animal12203 animal10633 animal6941 2024 male Angler 103.14
animal12204 animal10633 animal7217 2024 female Angler 96.04
animal12205 animal10633 animal10544 2024 male Angler 105.73
animal12206 animal10633 animal7015 2024 male Angler 104.46
animal12207 animal10633 animal10584 2024 female Angler 104.42
animal12208 animal10633 animal7219 2024 female Angler 97.26
animal12209 animal10633 animal7048 2024 female Angler 97.49
animal12210 animal10633 animal10614 2024 female Angler 99.89
animal12211 animal10633 animal4162 2024 male Angler 94.67
animal12212 animal10633 animal8517 2024 female Angler 98.46
animal13954 animal10633 animal12851 2024 male Angler 98.21
animal12213 animal10633 animal5737 2024 male Angler 104.67
animal13955 animal10633 animal12876 2024 female Angler 113.88
animal12214 animal10633 animal10635 2024 female Angler 102.86
animal12215 animal10633 animal8538 2024 female Angler 90.31
animal12216 animal10633 animal6931 2024 female Angler 105.78
animal12217 animal10633 animal7015 2024 female Angler 108.67
animal12218 animal10633 animal7126 2024 male Angler 102.87
animal12219 animal10633 animal7034 2024 male Angler 100.62
animal12220 animal10633 animal7119 2024 female Angler 107.8
animal12221 animal7158 animal10596 2024 female Angler 99.63
animal9625 animal7158 animal7066 2024 male Angler 98.22
animal9626 animal7158 animal5111 2024 male Angler 106.27
animal9627 animal7158 animal7237 2024 male Angler 100.27
animal12222 animal7158 animal10555 2024 male Angler 96.18
animal9628 animal7158 animal7235 2024 female Angler 113.02
animal9629 animal7158 animal5803 2024 male Angler 93.71
animal9630 animal7158 animal5797 2024 male Angler 99.35
animal9631 animal7158 animal6973 2024 female Angler 104.94
animal12223 animal7158 animal10542 2024 male Angler 108.73
animal11366 animal7158 animal8510 2024 female Angler 99.66
animal9632 animal7158 animal7219 2024 female Angler 102.91
animal13956 animal7158 animal12873 2024 female Angler 115.87
animal9633 animal7158 animal7016 2024 male Angler 104.9
animal9634 animal7158 animal5798 2024 male Angler 97.8
animal9635 animal7158 animal5766 2024 male Angler 103.04
animal9636 animal7158 animal7164 2024 male Angler 89.84
animal9637 animal7158 animal7149 2024 female Angler 114.56
animal9638 animal7158 animal5819 2024 male Angler 100.61
animal9639 animal7158 animal7112 2024 male Angler 95.86
animal11367 animal7158 animal8558 2024 female Angler 99.02
animal9640 animal7158 animal7111 2024 female Angler 109.45
animal9641 animal7158 animal5101 2024 male Angler 104.93
animal9642 animal7158 animal6951 2024 female Angler 104.64
animal9643 animal7158 animal7199 2024 female Angler 101.07
animal13957 animal7158 animal12822 2024 male Angler 104.81
animal13958 animal7158 animal12810 2024 female Angler 105.68
animal9644 animal7158 animal1690 2024 female Angler 107.49
animal9645 animal7158 animal7125 2024 male Angler 104.14
animal9646 animal7158 animal7131 2024 male Angler 104.96
animal13959 animal7158 animal12926 2024 male Angler 91.49
animal9647 animal7158 animal7108 2024 female Angler 99.89
animal11368 animal7158 animal8575 2024 male Angler 99.13
animal9648 animal7158 animal4581 2024 male Angler 105.23
animal12224 animal7158 animal10646 2024 female Angler 110.44
animal9649 animal7158 animal6936 2024 male Angler 107.1
animal9650 animal7158 animal5118 2024 female Angler 104.33
animal9651 animal7158 animal5748 2024 female Angler 101.32
animal9652 animal7158 animal7108 2024 female Angler 99.63
animal9653 animal7165 animal4150 2024 male Angler 87.14
animal9654 animal7165 animal7206 2024 female Angler 118.43
animal9655 animal7165 animal7152 2024 female Angler 92.61
animal9656 animal7165 animal5795 2024 male Angler 106.67
animal9657 animal7165 animal5114 2024 female Angler 96.15
animal9658 animal7165 animal5096 2024 male Angler 104.88
animal9659 animal7165 animal7127 2024 male Angler 94.8
animal12225 animal7165 animal10555 2024 female Angler 92.67
animal9660 animal7165 animal5107 2024 male Angler 86.86
animal11369 animal7165 animal8560 2024 male Angler 100.08
animal9661 animal7165 animal7128 2024 female Angler 90.63
animal9662 animal7165 animal4521 2024 female Angler 89.75
animal13960 animal7165 animal12903 2024 female Angler 91.32
animal9663 animal7165 animal7025 2024 male Angler 107.08
animal12226 animal7165 animal10638 2024 male Angler 103.53
animal11370 animal7165 animal8579 2024 male Angler 106
animal12227 animal7165 animal10589 2024 female Angler 101.6
animal13961 animal7165 animal12840 2024 female Angler 94.68
animal9664 animal7165 animal7224 2024 male Angler 99.48
animal9665 animal7165 animal5128 2024 female Angler 104.54
animal11371 animal7165 animal8535 2024 female Angler 92.75
animal9666 animal7165 animal5836 2024 female Angler 112.91
animal9667 animal7165 animal5812 2024 male Angler 100.48
animal9668 animal7165 animal6941 2024 male Angler 104.24
animal12228 animal7165 animal10601 2024 female Angler 94.27
animal12229 animal7165 animal10616 2024 male Angler 101.85
animal9669 animal7165 animal7168 2024 male Angler 92.11
animal11372 animal7165 animal8606 2024 male Angler 85.38
animal9670 animal7165 animal7062 2024 female Angler 106.17
animal9671 animal7165 animal7222 2024 female Angler 107.56
animal13962 animal7165 animal12850 2024 male Angler 103.43
animal12230 animal7165 animal10562 2024 male Angler 84.11
animal11373 animal7165 animal8620 2024 male Angler 92.14
animal13963 animal7165 animal12860 2024 male Angler 107.08
animal13964 animal7165 animal12908 2024 male Angler 97.86
animal9672 animal7165 animal7042 2024 female Angler 93.07
animal9673 animal7165 animal5859 2024 male Angler 103.65
animal9674 animal7165 animal7241 2024 male Angler 100.67
animal9675 animal7165 animal6962 2024 male Angler 89.55
animal13965 animal12897 animal8538 2024 female Angler 104.1
animal13966 animal12897 animal10598 2024 female Angler 95.52
animal13967 animal12897 animal5740 2024 male Angler 93.16
animal13968 animal12897 animal7172 2024 male Angler 99.17
animal13969 animal12897 animal10645 2024 male Angler 92.66
animal13970 animal12897 animal6986 2024 male Angler 102.68
animal13971 animal12897 animal12902 2024 male Angler 98.37
animal13972 animal12897 animal12885 2024 male Angler 103.15
animal13973 animal12897 animal7198 2024 female Angler 104.31
animal13974 animal12897 animal8528 2024 female Angler 110.41
animal13975 animal12897 animal12844 2024 female Angler 100.38
animal13976 animal12897 animal8582 2024 male Angler 97.98
animal13977 animal12897 animal4567 2024 male Angler 94.52
animal13978 animal12897 animal4523 2024 female Angler 94.34
animal13979 animal12897 animal4574 2024 male Angler 100.23
animal13980 animal12897 animal5852 2024 male Angler 98.73
animal13981 animal12897 animal4171 2024 female Angler 90.64
animal13982 animal12897 animal4548 2024 female Angler 94.81
animal13983 animal12897 animal6976 2024 male Angler 97.48
animal13984 animal12897 animal7153 2024 female Angler 107.18
animal13985 animal12897 animal8607 2024 female Angler 99.66
animal13986 animal12897 animal5749 2024 female Angler 98
animal13987 animal12897 animal7130 2024 female Angler 109.63
animal13988 animal12897 animal12816 2024 female Angler 102.66
animal13989 animal12897 animal7198 2024 female Angler 96.83
animal13990 animal12897 animal5848 2024 male Angler 98.76
animal13991 animal12897 animal10536 2024 male Angler 97.53
animal13992 animal12897 animal8513 2024 male Angler 105.04
animal13993 animal12897 animal5775 2024 female Angler 91.49
animal13994 animal12897 animal10623 2024 male Angler 104.82
animal13995 animal12897 animal4567 2024 female Angler 93.75
animal13996 animal12897 animal7202 2024 male Angler 95.88
animal13997 animal12897 animal4565 2024 female Angler 103.71
animal13998 animal12897 animal7080 2024 female Angler 97.92
animal13999 animal12897 animal4548 2024 male Angler 90.93
animal14000 animal12897 animal8536 2024 male Angler 100.82
animal14001 animal12897 animal7071 2024 female Angler 94.94
